Estado;Cantidad;Precio
Compra;0.00466;21430.87
Venta;0.00466;21485.99
Compra;0.00466;21465.9
Venta;0.00466;21483.63
Compra;0.00466;21466.15
Venta;0.00466;21483.57
Compra;0.00466;21466.26
Venta;0.00466;21483.7
