Estado;Cantidad;Precio
Compra;0.00295;23715.06
Venta;0.00295;23735.22
Compra;0.00295;23714.86
Venta;0.00295;23750.0
Compra;0.00295;23726.74
Venta;0.00295;23751.43
Compra;0.00295;23731.43
Venta;0.00295;23751.9
Compra;0.00295;23727.01
Venta;0.00295;23758.49
