Estado;Cantidad;Precio
Compra;0.00309;22587.08
Venta;0.00309;22605.56
Compra;0.00309;22580.25
Venta;0.00309;22600.0
Compra;0.00309;22581.84
Venta;0.00309;22600.98
Compra;0.00309;22581.96
Venta;0.00309;22601.99
Compra;0.00309;22565.39
Venta;0.00309;22585.63
Compra;0.00309;22565.92
